###,Series metadata
written by,Pyleoclim 1.1.0b0
lat,-19.8
lon,63.4
elevation,
time_unit,yrs BP
time_name,Age
value_unit,‰
value_name,$\delta^{18} O$
label,LaVierge
archiveType,speleothem
sensorType,
observationType,
importedFrom,
control_archiveType,False
log,
###,end metadata
Age [yrs BP],$\delta^{18} O$ [‰]
4758.305,-3.703
4759.935,-3.39
4761.564,-3.351
4763.191,-3.477
4764.817,-3.991
4766.442,-3.701
4768.066,-4.064
4769.69,-5.007
4771.313,-5.014
4772.937,-4.537
4774.562,-4.102
4776.188,-3.395
4777.815,-3.761
4779.443,-4.016
4781.073,-4.676
4782.706,-4.106
4784.341,-4.534
4785.979,-4.143
4787.62,-4.07
4789.265,-3.928
4790.914,-4.096
4792.566,-4.65
4794.224,-4.103
4795.886,-3.828
4797.553,-4.342
4799.226,-4.056
4800.904,-3.731
4802.588,-3.454
4804.279,-4.357
4805.977,-4.373
4807.682,-3.712
4809.394,-3.951
4811.114,-3.666
4812.842,-3.146
4814.578,-3.656
4816.323,-4.408
4818.077,-5.134
4819.84,-4.666
4821.613,-4.336
4823.396,-4.479
4825.189,-4.821
4826.993,-4.105
4828.807,-4.17
4830.633,-4.507
4832.471,-4.283
4834.32,-3.937
4836.182,-4.674
4838.056,-3.896
4839.943,-3.874
4841.843,-4.051
4843.757,-4.348
4845.685,-4.251
4847.626,-4.061
4849.583,-3.675
4851.554,-3.772
4853.54,-3.226
4855.541,-3.489
4857.565,-4.192
4859.648,-4.564
4861.795,-4.087
4864.006,-3.567
4866.278,-3.45
4868.611,-2.873
4871.002,-2.986
4873.452,-3.523
4875.958,-3.818
4878.52,-3.527
4881.135,-3.872
4883.803,-3.914
4886.522,-3.851
4889.291,-3.349
4892.109,-3.26
4894.974,-3.055
4897.885,-2.291
4900.841,-2.143
4903.84,-2.286
4906.881,-2.067
4909.963,-2.331
4913.085,-2.372
4916.245,-2.71
4919.441,-2.884
4922.673,-2.911
4925.94,-3.357
4929.239,-3.65
4932.57,-3.688
4935.931,-3.62
4939.321,-3.969
4942.738,-3.918
4946.182,-3.725
4949.651,-4.183
4953.144,-4.236
4956.659,-3.595
4960.196,-3.317
4963.752,-3.486
4967.327,-3.671
4970.918,-3.995
4974.526,-3.823
4978.148,-3.463
4981.783,-3.127
4985.43,-3.153
4989.088,-3.203
4992.755,-3.296
4996.431,-3.715
5000.112,-3.826
5003.8,-3.763
5007.491,-3.815
5011.185,-3.154
5014.88,-3.195
5018.575,-3.208
5022.27,-3.781
5025.961,-3.868
5029.649,-3.832
5033.332,-4.424
5037.008,-4.93
5040.677,-4.828
5044.336,-4.407
5047.985,-4.713
5051.623,-4.01
5055.247,-3.55
5058.857,-3.591
5062.451,-3.564
5066.029,-4.094
5069.588,-5.019
5073.127,-5.428
5076.646,-4.217
5080.143,-4.405
5083.616,-4.341
5087.064,-3.914
5090.486,-4.451
5093.88,-4.148
5097.246,-4.141
5100.582,-4.439
5103.886,-4.572
5107.158,-4.282
5110.396,-4.343
5113.598,-5.095
5116.764,-5.622
5119.892,-5.666
5122.98,-4.577
5126.028,-4.374
5129.034,-3.368
5131.997,-2.707
5134.931,-3.56
5137.922,-3.002
5140.983,-3.263
5144.108,-3.431
5147.296,-3.193
5150.541,-3.101
5153.84,-3.401
5157.189,-3.541
5160.585,-3.596
5164.022,-3.622
5167.499,-3.586
5171.01,-3.131
5174.552,-3.111
5178.122,-3.454
